district_class,land_price_per_m2,soil_complexity,site_accessibility,land_area_m2,house_area_m2,design_complexity,materials_class,planned_duration_days,planned_budget,crew_experience_years,crew_efficiency_score,crew_current_load,supplier_reliability_score,delivery_distance_km,weather_season,material_price_index,mortgage_rate,market_demand_index,client_type,labor_cost_index,delay_days,actual_cost,actual_margin,budget_overrun,final_profit
standard,11387,2,2,802,121.15120281805359,4,econom,112,14178422.112722144,10,1.0,2,0.8872755924722148,12,autumn,0.9498249996580732,11.234246214358365,1.0373809244865246,commercial,1.1657271516646497,13.944134230443279,14431817.83700015,-0.01787192695092901,0,-253395.7242780067
econom,3595,3,3,730,183.5100930460034,4,econom,150,10164753.721840136,5,0.82523287052127,2,0.8775310014855843,21,winter,1.0985650401962292,7.613513831009419,0.9522683899765997,private,0.9717421986257644,46.41339737185656,12047100.489921417,-0.18518370632402475,1,-1882346.7680812813
econom,4039,4,1,856,94.6017962559225,3,econom,86,7391455.8502369,3,0.86786881830352,2,0.9314525363105204,29,autumn,0.9256608437802376,8.343982376956731,1.1158890823221768,commercial,1.1252006049350776,27.780084638414017,7502219.551912678,-0.014985370124645772,0,-110763.70167577825
standard,11108,4,5,882,182.52759076984023,5,econom,159,17348359.63079361,9,0.9932531271514496,3,0.8995030612750416,27,summer,0.9823283118483415,10.151998519928842,0.9303500702547591,commercial,0.9214004747745157,36.42650982195407,16906657.414675586,0.02546074819281441,1,441702.2161180228
econom,3176,2,3,897,160.4277651044028,4,premium,136,13476676.731786182,9,0.9328261059556718,3,0.9221147451518955,32,summer,0.9978781069765911,9.307973852541366,0.9340439757855243,private,1.1325144363478565,22.58392262356782,14602223.383527111,-0.08351811608615699,0,-1125546.651740929
premium,17110,2,3,426,86.76464779601885,2,premium,72,13028562.106741225,6,0.9473469050316364,2,0.8944147679506067,38,winter,0.9865598951454868,10.459404446855382,1.000182490477443,commercial,0.9255195727382521,30.833275092769995,12781274.08467391,0.018980453870605134,1,247288.02206731588
econom,3957,4,2,796,237.30599407238276,1,premium,152,18624661.614704877,3,0.906672787434276,0,0.9343173965496315,12,summer,0.9186654632195864,7.9689336285256775,0.9830817829471405,commercial,1.184305282040392,20.17488435771731,19298856.92142258,-0.03619906340662847,1,-674195.3067177013
standard,6560,2,3,587,177.89197510093615,4,econom,146,11166399.004037447,5,0.871496093236316,1,0.8447820942307821,47,winter,0.9451506011602196,9.927430533970524,0.8532096358049674,private,1.0921874413583057,41.338359508817426,11364768.362940462,-0.017764846019857467,1,-198369.35890301503
econom,4330,4,1,539,95.71645341430013,5,econom,107,6412528.136572005,8,0.9166702731437704,3,0.8292865278716719,23,winter,1.0041527253919773,9.270199614765465,0.8100968686431766,private,1.1029025154583016,36.20412151483649,6891082.553975687,-0.07462804173511302,1,-478554.41740368214
econom,4269,2,5,920,157.83731132836954,4,standard,134,12019345.566418476,9,1.0,1,0.8831587731461303,17,summer,1.0599642028604346,9.936305930599834,1.0530504146731348,private,1.104292011468468,16.615041258319273,13395643.23606958,-0.1145068724454033,0,-1376297.6696511041
standard,7312,2,4,491,80.0,4,standard,88,7790192.0,3,0.9000239904175331,2,0.9382261522097792,30,spring,1.0376798432557868,11.409967931149094,0.9339708173144966,private,0.982417563236953,27.98307828376152,8333845.271652384,-0.06978688993190203,0,-543653.2716523837
standard,7821,4,5,476,80.0,1,standard,58,7772796.0,5,0.9089889488689342,1,0.8818894881426461,43,winter,1.0088965912248085,9.66728175767756,1.0093396048297736,private,1.0328868851769974,39.86748894042152,8343811.418061951,-0.07346332234397393,1,-571015.4180619512
premium,20646,5,1,643,209.81242181249382,2,standard,145,23865999.09062469,2,0.8062872059168257,1,1.0,10,winter,1.0955173154749356,10.70467858498211,0.8821933999500998,private,1.1716010064988736,49.04725033466276,29502806.572775792,-0.23618569081255922,1,-5636807.482151102
econom,3849,4,2,487,89.9953555786166,2,standard,73,6474230.77893083,2,0.8013623734447526,0,0.8490504709826107,17,summer,1.052194101739475,10.720419672208594,1.0270908694674712,private,0.9620694331644689,40.28055965571297,7217654.6502991645,-0.11482813893314836,1,-743423.8713683346
econom,4278,1,1,693,189.36691502192502,5,standard,163,12682999.75109625,2,0.8686554069717689,0,0.8903163869837403,27,autumn,1.0733071724751224,10.310338031854982,0.9324218126574871,private,1.0582973845775492,26.24418234992801,14570355.581602417,-0.14880989257632316,1,-1887355.8305061664
standard,8651,2,3,494,208.36280813282633,3,standard,155,14841734.406641316,6,0.8788737402573787,1,0.8081752503146076,40,summer,0.9025432813290185,9.41704382863201,1.0443008432669854,private,0.9968786427803304,34.340275958073946,13910620.861104676,0.06273616816104649,0,931113.5455366392
standard,11629,3,2,652,100.79864766370733,3,standard,90,12772040.383185366,3,0.8167112093093987,0,0.9738935711756778,47,winter,0.9432350066706855,7.016884876139043,1.0707472650875987,private,1.1290752286175447,35.11138230115335,13456560.019554578,-0.053595166929662603,0,-684519.6363692116
econom,4814,2,4,950,253.99881283975768,3,econom,182,14883252.513590308,10,0.993252859285735,2,0.8939775618231228,21,autumn,1.0439689290294207,7.605791406962118,0.8012101206491504,private,1.0368703496771232,18.05271571502506,15837704.06950797,-0.06412923217194129,1,-954451.5559176616
econom,4741,1,4,798,154.6360491662138,5,standard,142,11765120.45831069,5,0.9319137218930142,2,0.7822932905866646,5,autumn,0.9556602460107477,9.71551214168198,0.9724736796493578,private,1.0028244226315788,29.826883450953286,11576920.672942404,0.015996418059225633,0,188199.78536828607
econom,3605,3,1,453,152.41789018278848,4,econom,131,7929780.607311539,8,1.0,1,0.8842153870500022,47,summer,0.9707949257945288,7.2191781242140145,1.09038608660819,private,1.077895954422859,23.36866972828623,8042000.28587225,-0.014151675073739113,1,-112219.67856071051
standard,9808,3,3,642,100.08918740726531,2,econom,80,10400303.496290613,5,0.9120205206747334,3,0.7713470667072395,17,autumn,1.0181472887525553,7.226418393988769,1.0959120393410682,private,0.9318112966991133,35.29948766146423,10751206.539317919,-0.03373969261113001,0,-350903.043027306
econom,4836,4,4,509,100.99306424937268,2,econom,80,6601246.569974908,2,0.7989212029539691,1,0.9609671299809441,32,spring,1.0085323912647095,7.630624550534426,0.9523133548175984,commercial,1.0679873427489133,34.74618000356502,7245553.417918876,-0.09760381484226505,1,-644306.8479439681
econom,3829,5,5,620,80.0,4,econom,88,5773980.0,6,0.9066134313417964,3,0.8544523796354351,18,spring,0.9441520207944706,8.165688363251945,1.1283837583932776,private,1.1350475012763894,36.14717907806333,6032172.621085509,-0.04471657696866091,0,-258192.62108550873
econom,4486,4,2,963,111.15730302492848,2,premium,86,11645242.696620353,2,0.9052062193164,3,0.9020274229300179,18,spring,1.0757373287245324,11.998142874949377,1.060114594505905,private,1.188893022604838,30.93495723895343,13951907.681200255,-0.19807787992682502,1,-2306664.984579902
econom,4222,3,5,561,208.31312453624741,2,standard,144,12884198.22681237,8,1.0,3,0.8629738031834697,11,winter,1.0255558807459877,7.601641269224462,1.1956770257512426,private,1.1535581689817396,32.113710075168,14162703.82148924,-0.09923051261476742,0,-1278505.594676869
econom,4294,3,4,434,99.08897142397387,3,premium,89,8454379.142558303,2,0.9023537375804314,2,0.8900017553942244,41,summer,1.037076163255612,8.356004925484894,1.0050089673299853,private,1.0849004015609705,37.42338986931734,9520538.089621766,-0.12610730239155588,1,-1066158.9470634628
standard,10083,5,4,436,103.43787963366894,3,econom,92,8683703.185346758,7,0.990683835259767,1,0.9401682871664729,45,summer,1.065705095796612,10.414312918020716,0.950196123048323,private,1.0621885274023872,42.28634684837329,10065430.899608672,-0.15911733563089747,0,-1381727.7142619137
econom,3745,2,1,769,85.68859555845033,1,econom,61,6357448.822338013,4,0.9757050903756866,3,0.8797332656692378,47,winter,0.9204886784918186,10.383351722885415,1.167728933754426,private,0.998603484699912,32.807373286459956,6003638.136656667,0.05565293493801631,0,353810.6856813459
standard,6557,5,1,576,81.9367962190228,1,standard,59,7923671.81095114,4,0.8903711181520815,1,0.9278626105202267,22,winter,0.9948073018175612,11.373900829314671,0.9613860913231265,private,1.0433710860655634,39.64127231900653,8361038.7165953405,-0.05519750389456125,1,-437366.90564420074
econom,3063,4,2,920,194.37876829566937,2,econom,136,10693110.731826775,8,0.9975847916489475,0,0.7593414176505362,45,summer,0.9172623902038117,10.053356772550506,1.0561459222937397,private,1.085545823997262,42.27467947827749,10336025.27221542,0.03339397379927357,0,357085.4596113544
standard,9301,2,1,674,89.25742232824211,3,standard,83,10881745.116412107,4,0.8396702280571959,0,0.8363474746454669,13,winter,0.9146722525949988,8.329032878703753,1.1303113940939076,commercial,0.9389406707201868,43.21405809016495,10816776.294650124,0.005970441419731013,0,64968.821761982515
standard,6941,4,3,504,143.41286796513413,1,standard,96,10718907.398256706,8,0.971648407952885,3,0.9026118790874819,42,summer,1.044245896448728,8.196084858480226,0.984249670378043,private,1.1169979589379286,37.93791881120461,11893713.735296994,-0.1096013141443274,0,-1174806.3370402884
standard,10023,5,2,555,132.23550999919954,1,premium,89,14208073.14994797,9,0.9936310001427674,2,0.8640703906586913,24,autumn,1.057943407245698,11.149505460482775,0.9767297398162229,private,0.9735026916535845,22.60258599026028,14980851.319008097,-0.05439007533987519,0,-772778.1690601278
standard,8296,2,3,735,197.83087514230868,3,standard,148,16139103.757115435,8,0.9994326695743033,2,0.9586923890174591,25,autumn,0.9104903715241899,7.488903933760365,0.9154168217146406,private,0.9346047896204936,18.80217313760761,14449657.123406095,0.10468032544647923,0,1689446.6337093394
econom,4269,5,1,425,108.1853434634047,1,standard,74,7273592.173170235,4,0.848748370833357,3,0.9418472496058881,42,autumn,1.068493483533328,9.404341276817192,1.1848537130416052,private,0.9293957740634372,23.303119127721573,7888561.102752447,-0.08454817302661259,1,-614968.9295822121
econom,3939,1,2,695,128.45324214999852,4,econom,117,8075734.685999941,5,0.8217411710211401,2,0.9681688207364156,40,summer,0.9562597422276752,9.414132950783877,1.1775936899625443,private,0.9959008337674045,27.837058865365456,8130492.170721291,-0.006780495750594295,0,-54757.48472134955
standard,7610,3,4,936,95.37884354506217,4,standard,97,12091902.177253108,6,0.8909610530555442,2,0.9049268281349265,29,winter,1.030983412628724,10.69504492160928,0.986338915854804,commercial,0.9961171915915255,20.174826245607168,12876742.767863335,-0.06490629671869519,0,-784840.5906102266
premium,21300,2,5,754,117.98822621919979,3,standard,100,22109611.310959987,9,1.0,3,0.8628270317587005,47,winter,1.0371331639552939,11.977472056529821,0.9308899901415049,private,1.0716983424455673,32.58818824799714,24001648.65172319,-0.08557533256250865,1,-1892037.3407632038
standard,7725,3,4,468,104.93184814752576,3,econom,92,7962573.92590103,5,0.889388234756801,2,0.9306223065575652,6,winter,1.0392828100595086,9.4814216837744,0.8511114070729121,private,1.0374105443359065,15.382406955702791,8685833.565197302,-0.0908323923930702,0,-723259.6392962718
standard,6984,1,3,726,142.7645236196011,1,econom,95,10830964.944784045,2,0.8634703537168426,0,0.8472652044780395,48,winter,1.0159032723165884,10.877047546600119,0.991101576170258,commercial,1.1249824800300887,35.23644498591354,12087320.309712572,-0.11599662369266184,1,-1256355.3649285268
standard,7587,2,4,550,230.04304061657282,2,standard,158,15775002.030828642,7,0.9100719285396044,1,0.8854819482381205,34,winter,0.9226479231142076,11.257618846655351,1.157604980601554,commercial,0.9057481746149576,39.96703405417502,14871366.758747727,0.05728273570519776,0,903635.272080915
econom,4973,3,4,976,139.82378920642347,5,premium,133,14192194.298417525,6,0.9720344819914133,3,0.9204057340191232,12,winter,0.9223400107942763,7.170431458074195,1.14767315500184,private,0.9272738656571403,24.71839358393563,13008178.702370958,0.08342723973125062,1,1184015.596046567
econom,4111,3,5,719,208.7369928516755,4,econom,165,11505288.71406702,3,0.8547111523203215,2,0.8647369410129152,29,summer,0.928191083644003,10.178753550551559,0.8464867826414284,private,0.9743843703749788,47.84172924262997,11216023.61387011,0.025141924499750903,1,289265.10019690916
standard,7336,2,5,851,197.2504450520211,4,standard,158,16305458.252601055,8,0.9540094678069999,2,1.0,34,spring,1.0841837574470121,11.421855257116432,0.9943549566906067,private,0.9116857252198973,12.289086980722104,17435524.403944656,-0.06930600378332404,0,-1130066.1513436008
premium,23853,3,4,969,147.86978991900006,3,standard,118,30657046.495950002,3,0.9263764367017018,3,0.9360375618844871,34,winter,0.9420861751932611,10.602215803127532,1.1262426668654784,private,0.9491833722656685,32.401026478265806,29013444.00891959,0.05361255159552124,0,1643602.487030413
econom,4043,3,5,511,198.0770091949621,2,standard,138,12069823.459748104,10,1.0,0,0.854036026667668,17,summer,0.9306111478432525,10.867379982552213,1.1340039230036754,commercial,1.1181967530808354,23.36041994063677,11886156.859028636,0.015217008047547845,0,183666.60071946867
standard,6032,2,4,861,161.53359413235958,3,premium,126,15843235.618603373,4,0.9473658036905709,0,0.9479074762847324,35,summer,1.0976927158584298,11.054700759133311,1.1737291759551662,private,1.1394895902842221,18.432685822081687,18710668.827743284,-0.18098785362839184,0,-2867433.2091399115
econom,4863,3,2,761,80.0,1,standard,58,7750743.0,9,0.963604756886483,0,0.981647544158861,36,summer,0.900875795466291,7.097071703960268,0.881255992243713,commercial,1.0777725213162288,19.20037900688564,7340087.227353998,0.052982762123063756,0,410655.77264600154
standard,11912,3,4,602,148.05591821965854,2,premium,108,16894658.684277803,4,0.8502597116355058,0,0.8245943735027558,40,summer,1.055336122490613,11.644310188866363,0.9659335722066974,private,1.0712847360579425,39.441312358335914,19587123.626111556,-0.15936782104626745,0,-2692464.941833753
econom,3557,4,1,886,160.29770509210508,1,standard,106,11216387.254605254,2,0.7944132842552387,1,0.9639884792041993,45,winter,1.0690375055942536,11.531151601220369,1.1817687159636918,private,1.0880628054235852,39.28568371862195,13502473.5117516,-0.2038166305472128,1,-2286086.2571463455
econom,3072,4,5,879,238.14841971015576,4,econom,182,12426224.78840623,9,0.9055568525507675,3,0.836899324898351,33,autumn,1.0324265856607038,10.006508302938268,0.9083768448819124,commercial,1.140365598248426,35.97692611072562,13966555.923364643,-0.12395809356318373,1,-1540331.1349584125
standard,11985,1,5,403,103.4170428600365,3,standard,92,10150807.143001825,10,0.9533570827195522,1,0.8995649762891464,38,autumn,1.0949720766689446,8.744131952534454,0.9339310597662653,private,1.1528443206664893,21.17406360926839,12071073.3772559,-0.18917374817606955,1,-1920266.2342540752
econom,3824,4,3,528,172.8912527897555,3,premium,133,13407003.431334108,8,0.9175650687365671,0,0.9087501574679847,23,summer,0.9666798938249372,8.845032935448765,0.8902635362351018,commercial,1.001705611728789,45.438068972407855,13882862.854782304,-0.03549334688287192,1,-475859.4234481957
standard,9414,4,3,425,88.46032996051662,5,premium,103,10000871.44743358,4,0.8169082200040021,0,0.8670543894660234,30,spring,0.917592727478278,9.676244549082606,1.01548090089702,commercial,1.0249192981791766,38.51567151303123,9875900.509640535,0.012496004818171558,0,124970.93779304437
standard,7156,1,1,426,227.1457968542553,2,econom,156,12234287.874170212,6,0.8441403032674288,3,0.8668934819176686,9,winter,0.9481381846780734,8.458322740421888,1.0118952728210722,private,1.142612046138498,39.6265466956032,13057454.653734092,-0.06728358757208913,1,-823166.7795638796
premium,18126,3,5,441,211.18549966063256,4,econom,166,16640985.986425303,6,0.8548178903671011,2,0.8572010225275147,24,spring,0.9198349121281759,9.830265294462565,1.12686138509472,private,0.9632049935516223,33.977440956727136,15839275.016548572,0.048176891112745215,1,801710.9698767308
econom,3060,3,5,982,90.0538329020122,5,standard,104,7757611.64510061,2,0.837449147814187,3,0.8729861797542268,18,autumn,0.9974069607566215,10.089550249743052,0.9651275184696889,private,1.1828106850925058,26.965914031992057,8755236.711397719,-0.12859951128478667,1,-997625.0662971083
econom,4880,4,3,463,237.0574561648471,5,standard,192,14362312.808242356,9,1.0,1,0.850293683074546,47,spring,1.0929663736603108,10.642409822469299,0.9000895197988433,commercial,1.151472092385454,27.851743863954958,16955534.752557933,-0.18055740596510045,1,-2593221.944315577
econom,4543,1,3,424,203.85447671295333,3,econom,152,10230411.068518134,6,0.9376141410247179,2,0.9556526033139472,33,summer,1.0035141880224123,7.328946298515735,1.1322984350498553,private,1.0322617958707365,28.309081177078212,10649273.355836214,-0.0409428599215371,0,-418862.28731808066
premium,15271,3,4,471,213.26028458239287,2,econom,147,15823052.383295715,5,0.8739170760059354,0,0.8264760527531835,7,spring,0.965073469644357,7.333807411399501,1.059804511787656,private,1.0541150054401291,40.30807249548164,16380766.34720452,-0.03524692647150554,0,-557713.9639088046
premium,20295,5,5,881,228.49466915378457,3,standard,167,29454628.45768923,2,0.8225627584765536,3,0.9898933096890263,24,winter,1.081260578505053,11.612554428000802,0.8625024625198328,private,1.0312373449667243,37.8495797217777,34125754.40753684,-0.1585871625085191,0,-4671125.9498476125
standard,10076,2,5,667,206.30844545696922,2,standard,143,17136114.27284846,10,1.0,2,0.8933242828760523,29,summer,1.0226760293007244,10.722525617324568,1.0280709248332736,private,0.9687138873952131,32.530876063132446,17654646.753944207,-0.030259630207843658,1,-518532.48109574616
standard,9388,2,4,494,133.18578162505023,5,premium,129,13544747.805628266,1,0.8296229074765148,3,0.7952594986769519,45,winter,1.0859997206850174,8.710057147925703,0.9839474738965865,commercial,0.9719937596299797,40.434481314141564,15286453.665986203,-0.1285890210251241,1,-1741705.8603579365
standard,11902,2,5,794,225.1159534287238,1,premium,145,24132724.97286705,7,0.9680883348127893,0,0.9386404051676309,9,autumn,1.0930348819516356,7.123594448951614,1.1383100750067612,private,0.9908294459778695,19.593380292489847,26920667.510123678,-0.11552539302507997,1,-2787942.5372566283
standard,8752,4,1,763,105.33735482048152,4,econom,103,11091270.19281926,4,0.831880880767292,1,0.8805834165515188,33,autumn,1.0873300582717098,10.046866468587712,1.0406600443347118,commercial,1.0224807175403916,44.214622213374156,12944760.401669392,-0.16711252873905497,0,-1853490.2088501323
econom,3661,2,3,714,111.23105592349933,5,premium,116,10093972.635027457,7,1.0,2,0.8403589339632571,45,winter,1.0384377248216856,8.245126885504098,1.116459434527509,commercial,1.1681325259469593,35.00005256783149,11570066.073255159,-0.14623513373767796,1,-1476093.438227702
standard,7154,2,3,516,127.23279167931628,3,standard,106,10203103.583965814,5,0.9315712226811655,2,0.8829353170764962,45,spring,1.0003661634753742,7.290353344762774,0.9854130083739269,private,1.0075673606543323,30.644991583498275,10532308.094079321,-0.032265134564629205,1,-329204.5101135075
econom,4125,5,3,563,166.67923655986647,4,premium,140,13356525.37639132,1,0.8571397502765011,2,0.8612897176757909,6,spring,0.958033969043898,10.775304618016673,1.1921621277291892,private,1.0687468860367368,30.31609466826074,13992090.634987809,-0.047584625543399144,0,-635565.2585964892
standard,10405,3,2,976,104.10732869922198,5,econom,112,14569573.147968879,5,0.8469546850600888,1,0.9643717788361846,10,winter,1.0882679754289954,11.883351164840079,1.1199163715987779,private,0.92655051112932,16.218113561582012,16031722.552016517,-0.10035636522758898,1,-1462149.4040476382
standard,9853,5,1,705,90.11175088335034,2,econom,74,10650835.035334013,4,0.8257965869765567,1,0.8609668824427898,40,summer,1.008999577074278,10.735770358437058,1.0394404592870765,private,1.0152984660525872,37.62710405384993,11443454.654718606,-0.07441854246686637,0,-792619.6193845924
standard,11411,4,1,599,104.1967308382506,3,standard,92,12195025.54191253,1,0.7851330524555719,2,0.833779499929476,5,winter,1.0990762509574175,7.560549189507876,1.1251285748424684,private,1.028316754749756,38.1052496430632,14418522.054667665,-0.18232815545267214,1,-2223496.512755135
econom,4745,2,4,579,131.8411952904793,5,premium,129,11567032.693881156,10,1.0,2,0.8645569354883164,35,spring,1.083658400468205,8.838707369192196,0.9281366042594871,private,1.0508501485893271,29.65104406003963,12892881.739935689,-0.114623091430864,1,-1325849.0460545328
econom,3494,3,2,757,153.52431117182883,2,premium,112,12724038.226168875,2,0.7821435893103028,2,0.8503744839491428,31,autumn,0.975745290437678,8.241096928179191,1.1909776455042096,private,1.0385516142504927,34.36183451123379,13441155.405219812,-0.056359244314126575,0,-717117.1790509373
econom,4384,2,5,651,111.93942509240537,2,standard,87,8550955.254620269,9,1.0,0,0.9538613873521901,49,autumn,1.075078047850594,8.870099855595726,0.9659951817666316,private,1.0982582369063956,18.47618406646689,9706038.37405592,-0.13508234870151314,1,-1155083.1194356512
econom,3337,2,1,698,89.42531739600193,2,econom,73,6006238.6958400775,1,0.8929305420360046,3,0.9100589406915317,41,winter,1.0069494316619936,9.787815342069287,0.9481548545578521,private,1.1550156200105046,34.26241453117294,6662115.265119264,-0.10919921809525264,1,-655876.5692791864
econom,3578,4,2,829,169.49063062421382,4,standard,141,11640693.53121069,10,0.9646490861096743,0,0.8266711451639204,50,spring,1.048524149153221,10.174241418436019,1.115026485454293,commercial,1.0895693964456294,35.405369801107334,12854862.492889611,-0.10430383365248175,1,-1214168.9616789203
premium,23201,2,2,403,240.24933623700855,3,premium,174,25116209.855405554,4,0.8331759023538137,0,0.8471973686608604,50,autumn,0.9961876165233704,8.54098667055358,1.0522338652559933,private,1.01620807717824,24.33436406126547,26715322.22935715,-0.06366853849198237,0,-1599112.3739515953
standard,10144,1,1,653,129.2673336100578,2,standard,97,13187398.68050289,8,0.9234457000518075,1,0.8777365008882618,23,winter,1.097878060238396,10.371287330710757,1.1073201419098218,private,1.131829286834122,30.16417876788318,15848113.575861454,-0.20176192134786514,1,-2660714.8953585643
econom,4510,3,4,978,194.59744417504675,5,standard,166,14390652.208752338,5,0.8917936967037888,2,0.8078706049472943,5,spring,0.979775220794598,10.421639994814528,1.1118202035593348,private,1.1053370276952232,36.013993884099314,15313154.030624708,-0.06410423992536686,1,-922501.8218723703
econom,3622,3,2,966,150.10526256865862,2,econom,110,9603062.502746344,10,1.0,0,0.8446127577178062,35,winter,0.9191588487780343,11.965395493765595,1.0546239474595813,private,1.107141462453426,26.544741849425368,9384775.63788853,0.022730963668661567,1,218286.86485781334
econom,4344,1,3,495,181.86612488552578,3,standard,139,11393586.244276289,7,0.9905789033823013,2,0.916210378212667,22,autumn,1.071645524945585,9.405435878018714,1.1378057995547182,commercial,1.136049105962461,25.45298123691689,13150642.68134856,-0.15421452029249796,1,-1757056.4370722715
standard,6730,4,2,566,190.7653904882801,4,standard,154,13547449.524414005,2,0.8799363076063448,1,0.9907288387187777,11,spring,1.0512274536230466,8.64372922590837,1.0905697140960715,private,0.9332652453208117,32.72943779473947,14378364.551548721,-0.061333686878649415,0,-830915.0271347165
standard,10890,2,5,730,150.24298437718042,2,premium,110,17815493.984516725,4,0.7828113421800663,0,0.8081146366530424,36,summer,0.9252365146522111,11.289270613762145,1.0309879162593112,private,1.0085272705943462,32.722437674219805,17701191.751398,0.006415889069259772,0,114302.23311872408
premium,16648,2,1,461,100.83569475784796,5,standard,110,12966512.737892397,4,0.8706289368351736,2,1.0,39,autumn,1.000962901121862,7.840937318936891,1.1044606966619028,commercial,0.9504619440160583,25.244968746030256,13393323.229285376,-0.0329163669539073,1,-426810.4913929794
econom,3132,3,5,573,88.4818279700666,3,standard,83,6368727.398503331,1,0.775888393192662,1,0.9187449758558944,36,summer,1.035726283276933,9.234276463281212,0.9991318286934646,private,1.1317576193352694,32.24654901540986,7487919.934912766,-0.17573252337232229,0,-1119192.5364094358
premium,17130,4,4,652,207.5062677403127,2,premium,144,24756667.403120324,8,0.980215467211658,1,0.8432783252608392,5,autumn,0.9819620101856117,10.132706044102296,0.9941029411649029,private,1.0700050949679958,38.050190929449336,25439014.393415272,-0.027562150397066183,1,-682346.9902949482
standard,10471,4,3,860,181.527806675144,4,econom,148,16466172.26700576,3,0.9050020407507409,0,0.976363305387227,37,summer,1.0817370553008403,7.712425160162599,0.9358610376612351,private,1.1968523857577584,31.31069136812134,19887098.427452866,-0.20775478993996785,1,-3420926.1604471058
econom,3348,4,1,614,198.98480519704904,1,econom,129,10065064.207881961,4,0.8550429304195737,1,0.9209197417424007,16,summer,1.0886316975721049,7.272966337631758,1.1388635964421467,commercial,1.1035911863405912,28.439547578986794,11918666.663067358,-0.18416200998835544,1,-1853602.4551853966
premium,19366,2,2,638,183.81565231581675,5,standard,160,21796290.615790837,2,0.9360650268810509,3,0.9422965330870727,49,winter,1.073697867138619,8.985790804318944,0.9197280695265488,private,0.9229263437375601,27.247794515273025,23257382.381857544,-0.0670339642566605,0,-1461091.7660667077
econom,4506,4,3,814,203.60930054764486,2,econom,142,11912256.021905795,10,0.9546943910119605,1,0.9412676173489901,28,winter,1.006159710004556,8.749462095321705,0.9005471172326281,private,0.9864314545414749,30.01883909581037,12264151.155065153,-0.029540595208182887,1,-351895.13315935805
standard,8158,1,2,525,161.09765393844276,2,econom,116,10826856.15753771,5,0.9265994507547591,0,0.9537665229657171,8,spring,0.9907120397580793,10.724927741900954,0.887831066989673,private,1.1776248766984834,16.400074129023935,11803478.659619274,-0.09020370159823675,1,-976622.5020815637
econom,3868,5,4,652,80.0,1,premium,58,7771936.0,5,1.0,2,0.8374532199927055,19,winter,1.0170063830552618,9.665707876068872,1.0641985952677826,private,1.1944072001161012,43.63314898375738,8735197.386826262,-0.12394098289361388,1,-963261.3868262619
standard,10171,4,1,596,164.06389143309121,3,standard,128,14415110.571654562,3,0.9059039385557219,3,0.9403526142059956,36,winter,1.0034110146072264,7.113473430168889,0.8797941150087836,private,0.9670227302356975,43.90523030123644,15219252.987154206,-0.05578468590319978,1,-804142.4154996444
standard,9229,5,4,812,239.66208569960943,1,econom,153,17130431.42798438,8,0.9897241899979865,1,0.902670413680412,28,spring,0.919743463482976,11.59561079440126,1.1470241405730837,private,1.0482116686976792,30.73273608202186,16174744.343656756,0.05578885087309634,0,955687.0843276232
standard,9603,2,4,855,167.55858889782456,3,econom,130,15062908.555912983,1,0.8114792649887382,2,0.929044700729761,27,winter,1.0576128329687216,11.304231642228759,1.0792277310172638,private,1.0110037780685457,32.487066246161575,17122646.756372165,-0.13674239558804377,1,-2059738.2004591823
standard,7666,4,4,453,88.52358751355453,2,econom,73,7113641.500542181,2,0.870573811642424,2,0.8662305206442624,29,autumn,1.0882114288904758,7.373735532253711,1.1159293722189405,private,0.9628991031130131,32.91983928240302,8068093.829722727,-0.13417211552027195,1,-954452.3291805461
econom,3328,3,4,738,186.73882009876712,1,standard,122,11843005.004938357,1,0.7923958456772916,2,0.8676558661180378,30,summer,0.9981277001055968,8.274519856900053,0.8563300276853454,private,1.0104372434057958,32.10877849661502,12657778.96904219,-0.06879790760572035,1,-814773.9641038328
econom,3121,2,2,758,258.38945431628247,2,econom,175,12801296.172651298,6,0.9763990767247122,0,0.8710319444697378,25,summer,0.9123103344837226,10.119137173941901,0.8059903112931479,private,1.0284592133314376,24.790584886479948,11937682.905471386,0.06746295496427433,0,863613.267179912
econom,3040,1,5,550,122.0864263797414,1,premium,83,9657617.71468319,4,0.8437922690523283,1,0.936561068492355,10,winter,0.9645671531093288,7.902141680026197,0.8325078661433507,private,1.1000409518662677,40.64859573411132,10218939.360157479,-0.05812216449827682,0,-561321.6454742886
econom,4190,1,2,499,166.30105797913015,2,standard,119,10505862.898956507,10,0.9875795494940429,3,0.8957914891622996,26,winter,0.9245188787602531,11.869111227261039,1.0708489349218238,private,1.0507836841737972,30.97592553628183,10037151.216274405,0.04461429653043133,0,468711.68268210255
standard,8969,5,3,633,173.7679504116354,2,econom,124,12728095.016465418,1,0.7780292840503119,0,0.8730413012000622,49,spring,1.0960815777175759,9.10352530477808,0.8413246623194746,commercial,1.1490112322046306,52.043816013371035,15969114.65425079,-0.25463509139370016,1,-3241019.6377853714
econom,3641,5,4,943,160.18061021961122,2,econom,116,9940687.40878445,7,0.922825899201657,2,0.8831394581465848,43,winter,0.9273826871961596,10.522815128961705,0.9888753805174684,private,1.1826892134712164,32.723737389051415,10225269.577616872,-0.028628017070624494,0,-284582.16883242317
